Fighter1,Fighter2,F1 Kd,F2 Kd,F2 Str,F1 Str,F1 Td,F2 Td,F1 Sub,F2 Sub,Weight Class,Finish Type,Finish Attack,Finish Round,Finish Time,Fight Bonus,Perf Bonus,Sub Bonus,Ko Bonus,Title Match,Link,Card Link,F1 Link,F2 Link
Chuck Liddell,Tito Ortiz,1,0,13,23,0,0,0,0,Light Heavyweight,KO/TKO,Punches,2,0:38,False,False,False,False,False,http://ufcstats.com/fight-details/2dbd0bc3e61ca00b,http://ufcstats.com/event-details/e8fb8e53bc2e29d6,http://ufcstats.com/fighter-details/a390eb8a9b2df298,http://ufcstats.com/fighter-details/2f732dd9210d301f
Chris Lytle,Tiki Ghosn,0,0,27,34,2,0,1,0,Welterweight,SUB,Bulldog Choke,2,1:55,False,False,False,False,False,http://ufcstats.com/fight-details/eecbc6c850e62d97,http://ufcstats.com/event-details/e8fb8e53bc2e29d6,http://ufcstats.com/fighter-details/91acd6910b802a9e,http://ufcstats.com/fighter-details/cb6783c39c01d896
Yves Edwards,Hermes Franca,0,0,8,21,0,4,1,2,Lightweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/268f0fcc45e1a6fe,http://ufcstats.com/event-details/e8fb8e53bc2e29d6,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e
Andrei Arlovski,Wesley Correira,1,0,4,51,0,0,0,0,Heavyweight,KO/TKO,Punches,2,1:15,False,False,False,False,False,http://ufcstats.com/fight-details/0f23c5569204a69b,http://ufcstats.com/event-details/e8fb8e53bc2e29d6,http://ufcstats.com/fighter-details/3738e68d2261e60f,http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8
Nick Diaz,Robbie Lawler,1,0,16,22,0,0,0,0,Welterweight,KO/TKO,Punch,2,1:31,False,False,False,False,False,http://ufcstats.com/fight-details/0374646197b8e0fa,http://ufcstats.com/event-details/e8fb8e53bc2e29d6,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,http://ufcstats.com/fighter-details/f2925e6db404bf1d
Mike Kyle,Wes Sims,1,0,0,13,0,0,1,3,Heavyweight,KO/TKO,Punch,1,4:59,False,False,False,False,False,http://ufcstats.com/fight-details/3b8bfe14b0c297b2,http://ufcstats.com/event-details/e8fb8e53bc2e29d6,http://ufcstats.com/fighter-details/56b8b24f65f9f057,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808
Jonathan Wiezorek,Wade Shipp,0,0,20,10,1,0,0,0,Heavyweight,KO/TKO,Punches,1,4:40,False,False,False,False,False,http://ufcstats.com/fight-details/ba5e8c30d41559fd,http://ufcstats.com/event-details/e8fb8e53bc2e29d6,http://ufcstats.com/fighter-details/60884f31ead1609c,http://ufcstats.com/fighter-details/a9a314cc77d90b6e
Genki Sudo,Mike Brown,0,0,13,6,1,1,4,0,Lightweight,SUB,Triangle Choke,1,3:31,False,False,False,False,False,http://ufcstats.com/fight-details/1d9d91f78334129d,http://ufcstats.com/event-details/e8fb8e53bc2e29d6,http://ufcstats.com/fighter-details/99dd0147dc4ef80c,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Vitor Belfort,Randy Couture,0,0,1,1,0,0,0,0,Light Heavyweight,KO/TKO,,1,0:49,False,False,False,False,True,http://ufcstats.com/fight-details/9cd343b9d5d87528,http://ufcstats.com/event-details/94609dd91731d428,http://ufcstats.com/fighter-details/0ee783aa00e468f0,http://ufcstats.com/fighter-details/0aa92558424ced9e
Renato Verissimo,Carlos Newton,0,0,4,22,3,2,1,0,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/829146a45b3b236b,http://ufcstats.com/event-details/94609dd91731d428,http://ufcstats.com/fighter-details/c24b1db4b809d41b,http://ufcstats.com/fighter-details/952f6fa06f25a0ec
BJ Penn,Matt Hughes,0,0,4,17,0,0,1,0,Welterweight,SUB,Rear Naked Choke,1,4:39,False,False,False,False,True,http://ufcstats.com/fight-details/4076a87092da5bfa,http://ufcstats.com/event-details/94609dd91731d428,http://ufcstats.com/fighter-details/73c7cfa551289285,http://ufcstats.com/fighter-details/621a6c59f88a44fe
Frank Mir,Wes Sims,1,0,18,28,4,0,2,0,Heavyweight,KO/TKO,Punch,2,4:21,False,False,False,False,False,http://ufcstats.com/fight-details/476548ca3d8cf0ee,http://ufcstats.com/event-details/94609dd91731d428,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808
Lee Murray,Jorge Rivera,0,0,2,0,0,1,2,0,Middleweight,SUB,Triangle Choke,1,1:45,False,False,False,False,False,http://ufcstats.com/fight-details/bee02eaf332eb7f1,http://ufcstats.com/event-details/94609dd91731d428,http://ufcstats.com/fighter-details/32016899d0a222a3,http://ufcstats.com/fighter-details/cb46dface0e28a2c
Georges St-Pierre,Karo Parisyan,0,0,1,46,6,0,0,4,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/1bc4996fa543a91a,http://ufcstats.com/event-details/94609dd91731d428,http://ufcstats.com/fighter-details/6506c1d34da9c013,http://ufcstats.com/fighter-details/349aaa3da11eb587
Josh Thomson,Hermes Franca,0,1,22,40,2,2,0,1,Lightweight,M-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/fab7e4790b11de3c,http://ufcstats.com/event-details/94609dd91731d428,http://ufcstats.com/fighter-details/a566371ba2ad7152,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e
Matt Serra,Jeff Curran,0,0,9,45,6,0,0,1,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/5bdaa71a5daebcb5,http://ufcstats.com/event-details/94609dd91731d428,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,http://ufcstats.com/fighter-details/a8ea84cbe1655f0a
Matt Hughes,Frank Trigg,0,0,0,0,1,1,2,1,Welterweight,SUB,Rear Naked Choke,1,3:54,False,False,False,False,True,http://ufcstats.com/fight-details/2cfde31b41b2220d,http://ufcstats.com/event-details/e670f8cc2969a789,http://ufcstats.com/fighter-details/621a6c59f88a44fe,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d
Matt Lindland,Falaniko Vitale,0,0,3,35,1,0,1,0,Middleweight,KO/TKO,Punches,3,4:23,False,False,False,False,False,http://ufcstats.com/fight-details/9f108233c7c787d9,http://ufcstats.com/event-details/e670f8cc2969a789,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,http://ufcstats.com/fighter-details/445a98acb8985970
Wesley Correira,David Abbott,1,0,11,13,0,0,0,0,Heavyweight,KO/TKO,,1,2:14,False,False,False,False,False,http://ufcstats.com/fight-details/d1d33be012417f75,http://ufcstats.com/event-details/e670f8cc2969a789,http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8,http://ufcstats.com/fighter-details/b361180739bed4b0
Evan Tanner,Phil Baroni,0,2,17,28,1,0,0,0,Middleweight,KO/TKO,Elbows,1,4:42,False,False,False,False,False,http://ufcstats.com/fight-details/b35adb9d047f5cd8,http://ufcstats.com/event-details/e670f8cc2969a789,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,http://ufcstats.com/fighter-details/1652f3213655b935
Robbie Lawler,Chris Lytle,1,0,37,30,3,1,0,1,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/7d2d327fd7580364,http://ufcstats.com/event-details/e670f8cc2969a789,http://ufcstats.com/fighter-details/f2925e6db404bf1d,http://ufcstats.com/fighter-details/91acd6910b802a9e
Pedro Rizzo,Ricco Rodriguez,0,0,15,30,0,0,0,0,Heavyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/906d6f62fb7f9b19,http://ufcstats.com/event-details/e670f8cc2969a789,http://ufcstats.com/fighter-details/b44f39a5c6596953,http://ufcstats.com/fighter-details/50cc91ce2982785d
Keith Rockel,Chris Liguori,0,0,1,5,1,0,1,0,Middleweight,SUB,Guillotine Choke,1,3:29,False,False,False,False,False,http://ufcstats.com/fight-details/61a211b4a7f942cd,http://ufcstats.com/event-details/e670f8cc2969a789,http://ufcstats.com/fighter-details/c75b99887c8c3f5a,http://ufcstats.com/fighter-details/0e31bfd26cc8c503
Yves Edwards,Nick Agallar,1,0,5,33,0,0,0,0,Lightweight,KO/TKO,Punch,2,2:14,False,False,False,False,False,http://ufcstats.com/fight-details/823d7037552a8907,http://ufcstats.com/event-details/e670f8cc2969a789,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,http://ufcstats.com/fighter-details/ebc5af72ad5a28cb
Randy Couture,Tito Ortiz,0,0,16,88,8,2,0,0,Light Heavyweight,U-DEC,,5,5:00,False,False,False,False,True,http://ufcstats.com/fight-details/6cd107e2f5886b25,http://ufcstats.com/event-details/c61f66d8c3fd5f07,http://ufcstats.com/fighter-details/0aa92558424ced9e,http://ufcstats.com/fighter-details/2f732dd9210d301f
Andrei Arlovski,Vladimir Matyushenko,2,0,5,9,0,0,0,0,Heavyweight,KO/TKO,Punches,1,1:59,False,False,False,False,False,http://ufcstats.com/fight-details/fdb4ea9783c4452a,http://ufcstats.com/event-details/c61f66d8c3fd5f07,http://ufcstats.com/fighter-details/3738e68d2261e60f,http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6
Tim Sylvia,Gan McGee,1,0,7,10,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:54,False,False,False,False,True,http://ufcstats.com/fight-details/6e7eb1720bec2bca,http://ufcstats.com/event-details/c61f66d8c3fd5f07,http://ufcstats.com/fighter-details/2a542ee8a8b83559,http://ufcstats.com/fighter-details/d90b630e0561818b
Jorge Rivera,David Loiseau,1,0,35,80,0,0,0,0,Middleweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/ac6fd4c78f0e3198,http://ufcstats.com/event-details/c61f66d8c3fd5f07,http://ufcstats.com/fighter-details/cb46dface0e28a2c,http://ufcstats.com/fighter-details/22e47b53e4ceb27c
Rich Franklin,Edwin DeWees,1,0,4,37,0,1,0,1,Light Heavyweight,KO/TKO,Knees,1,3:35,False,False,False,False,False,http://ufcstats.com/fight-details/180128adae7897db,http://ufcstats.com/event-details/c61f66d8c3fd5f07,http://ufcstats.com/fighter-details/d897897060f10a3a,http://ufcstats.com/fighter-details/75bbd2206a15319f
Karo Parisyan,Dave Strasser,0,0,2,13,3,0,1,0,Welterweight,SUB,Kimura,1,3:52,False,False,False,False,False,http://ufcstats.com/fight-details/e5b2782426c8109c,http://ufcstats.com/event-details/c61f66d8c3fd5f07,http://ufcstats.com/fighter-details/349aaa3da11eb587,http://ufcstats.com/fighter-details/980b4e712489098e
Josh Thomson,Gerald Strebendt,1,0,0,11,1,0,0,3,Lightweight,KO/TKO,Punches,1,2:45,False,False,False,False,False,http://ufcstats.com/fight-details/3cdcaa0a59dfb8ea,http://ufcstats.com/event-details/c61f66d8c3fd5f07,http://ufcstats.com/fighter-details/a566371ba2ad7152,http://ufcstats.com/fighter-details/04f9fe830cf13482
Nick Diaz,Jeremy Jackson,0,0,9,17,6,0,2,0,Welterweight,SUB,Armbar,3,2:04,False,False,False,False,False,http://ufcstats.com/fight-details/5ac9cf4ffc15ccca,http://ufcstats.com/event-details/c61f66d8c3fd5f07,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,http://ufcstats.com/fighter-details/ad32471f01e7b1a5
Hermes Franca,Caol Uno,1,0,32,13,2,1,1,0,Lightweight,KO/TKO,Punch,2,2:46,False,False,False,False,False,http://ufcstats.com/fight-details/10976fbb37d41c43,http://ufcstats.com/event-details/c61f66d8c3fd5f07,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,http://ufcstats.com/fighter-details/eb1723480fa2f96c
Randy Couture,Chuck Liddell,0,0,22,46,4,0,1,0,Light Heavyweight,KO/TKO,Punches,3,2:39,False,False,False,False,True,http://ufcstats.com/fight-details/c83cba9573cca196,http://ufcstats.com/event-details/108afe61a26bcbf4,http://ufcstats.com/fighter-details/0aa92558424ced9e,http://ufcstats.com/fighter-details/a390eb8a9b2df298
Kimo Leopoldo,David Abbott,0,0,0,1,1,0,1,0,Heavyweight,SUB,Arm Triangle,1,1:59,False,False,False,False,False,http://ufcstats.com/fight-details/ffe629a5232a878b,http://ufcstats.com/event-details/108afe61a26bcbf4,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3,http://ufcstats.com/fighter-details/b361180739bed4b0
Vitor Belfort,Marvin Eastman,1,0,1,9,0,0,0,0,Light Heavyweight,KO/TKO,Knees,1,1:07,False,False,False,False,False,http://ufcstats.com/fight-details/400aa8a24e1d8997,http://ufcstats.com/event-details/108afe61a26bcbf4,http://ufcstats.com/fighter-details/0ee783aa00e468f0,http://ufcstats.com/fighter-details/05866d8c3a321856
Vernon White,Ian Freeman,0,0,18,45,1,2,0,1,Heavyweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/ed503d1c8963d894,http://ufcstats.com/event-details/108afe61a26bcbf4,http://ufcstats.com/fighter-details/12458872d6afae1b,http://ufcstats.com/fighter-details/b4bc2e3353a770b5
Frank Mir,Wes Sims,0,0,1,4,1,0,4,0,Heavyweight,DQ,,1,2:55,False,False,False,False,False,http://ufcstats.com/fight-details/b5854feb57f40bb4,http://ufcstats.com/event-details/108afe61a26bcbf4,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808
Yves Edwards,Eddie Ruiz,1,0,3,21,0,2,3,0,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/be0507682d0ce713,http://ufcstats.com/event-details/108afe61a26bcbf4,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,http://ufcstats.com/fighter-details/7b9aa973e5c04624
Falaniko Vitale,Matt Lindland,0,0,2,2,0,0,0,0,Middleweight,KO/TKO,Slam,1,1:56,False,False,False,False,False,http://ufcstats.com/fight-details/4f5ce22f8384d151,http://ufcstats.com/event-details/108afe61a26bcbf4,http://ufcstats.com/fighter-details/445a98acb8985970,http://ufcstats.com/fighter-details/0e041d43a47d2e4b
Pedro Rizzo,Tra Telligman,0,1,34,40,1,0,0,0,Heavyweight,KO/TKO,,2,4:24,False,False,False,False,False,http://ufcstats.com/fight-details/9fb822537c12d726,http://ufcstats.com/event-details/108afe61a26bcbf4,http://ufcstats.com/fighter-details/b44f39a5c6596953,http://ufcstats.com/fighter-details/1dab0d1d81dd06db
Matt Hughes,Sean Sherk,0,0,19,44,5,3,1,1,Welterweight,U-DEC,,5,5:00,False,False,False,False,True,http://ufcstats.com/fight-details/00a5e033391bf8df,http://ufcstats.com/event-details/ae58685caf8e4a0d,http://ufcstats.com/fighter-details/621a6c59f88a44fe,http://ufcstats.com/fighter-details/029880cdbf5ca089
Pete Spratt,Robbie Lawler,0,0,15,19,1,2,0,0,Welterweight,SUB,Injury,2,2:28,False,False,False,False,False,http://ufcstats.com/fight-details/808245ba66df5f1c,http://ufcstats.com/event-details/ae58685caf8e4a0d,http://ufcstats.com/fighter-details/c3ea8deeba00462b,http://ufcstats.com/fighter-details/f2925e6db404bf1d
Dave Strasser,Romie Aram,0,1,24,60,1,2,0,0,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/9f5f9173666ce1b7,http://ufcstats.com/event-details/ae58685caf8e4a0d,http://ufcstats.com/fighter-details/980b4e712489098e,http://ufcstats.com/fighter-details/73ef22f25d0f70e2
Wesley Correira,Sean Alvarez,0,0,6,22,0,0,0,0,Heavyweight,KO/TKO,Punches,2,1:46,False,False,False,False,False,http://ufcstats.com/fight-details/4e75ed154de637e2,http://ufcstats.com/event-details/ae58685caf8e4a0d,http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8,http://ufcstats.com/fighter-details/e741536153227386
Rich Franklin,Evan Tanner,1,0,6,16,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,2:40,False,False,False,False,False,http://ufcstats.com/fight-details/af59e32a5b3f6065,http://ufcstats.com/event-details/ae58685caf8e4a0d,http://ufcstats.com/fighter-details/d897897060f10a3a,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f
Duane Ludwig,Genki Sudo,0,0,24,38,0,3,0,0,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/5a9657d4faeea2c5,http://ufcstats.com/event-details/ae58685caf8e4a0d,http://ufcstats.com/fighter-details/84ac950d4c1722dd,http://ufcstats.com/fighter-details/99dd0147dc4ef80c
Hermes Franca,Richard Crunkilton,1,0,29,27,2,4,9,0,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/363efd241750c23d,http://ufcstats.com/event-details/ae58685caf8e4a0d,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,http://ufcstats.com/fighter-details/22ee260735da0d58
David Loiseau,Mark Weir,0,0,2,16,1,0,0,0,Middleweight,KO/TKO,Punches,1,3:55,False,False,False,False,False,http://ufcstats.com/fight-details/863319fd2e711ffc,http://ufcstats.com/event-details/ae58685caf8e4a0d,http://ufcstats.com/fighter-details/22e47b53e4ceb27c,http://ufcstats.com/fighter-details/9ccdd2ce45903f34
Tim Sylvia,Ricco Rodriguez,1,0,7,12,0,0,0,1,Heavyweight,KO/TKO,Punch,1,3:09,False,False,False,False,True,http://ufcstats.com/fight-details/334cd8572d9842cb,http://ufcstats.com/event-details/bba678d312590087,http://ufcstats.com/fighter-details/2a542ee8a8b83559,http://ufcstats.com/fighter-details/50cc91ce2982785d
Frank Mir,David Abbott,0,0,1,0,0,0,2,0,Heavyweight,SUB,Toe Hold,1,0:46,False,False,False,False,False,http://ufcstats.com/fight-details/a85a0831580696ff,http://ufcstats.com/event-details/bba678d312590087,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,http://ufcstats.com/fighter-details/b361180739bed4b0
BJ Penn,Caol Uno,0,0,64,67,5,6,0,1,Lightweight,S-DEC,,5,5:00,False,False,False,False,True,http://ufcstats.com/fight-details/63ff2ed92c800ef8,http://ufcstats.com/event-details/bba678d312590087,http://ufcstats.com/fighter-details/73c7cfa551289285,http://ufcstats.com/fighter-details/eb1723480fa2f96c
Matt Lindland,Phil Baroni,0,0,44,40,4,1,2,0,Middleweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/795c682c30d66c19,http://ufcstats.com/event-details/bba678d312590087,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,http://ufcstats.com/fighter-details/1652f3213655b935
Vladimir Matyushenko,Pedro Rizzo,0,0,12,24,5,0,0,0,Heavyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/558ef0822c8fa5b9,http://ufcstats.com/event-details/bba678d312590087,http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6,http://ufcstats.com/fighter-details/b44f39a5c6596953
Din Thomas,Matt Serra,0,0,26,29,0,1,0,0,Lightweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/6a0c5b9079a4128e,http://ufcstats.com/event-details/bba678d312590087,http://ufcstats.com/fighter-details/40a604761ca7d64d,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7
Gan McGee,Alexandre Dantas,0,0,1,9,0,0,0,1,Heavyweight,KO/TKO,Punches,1,4:49,False,False,False,False,False,http://ufcstats.com/fight-details/62ed2b178310306e,http://ufcstats.com/event-details/bba678d312590087,http://ufcstats.com/fighter-details/d90b630e0561818b,http://ufcstats.com/fighter-details/8dc46e9a7895ce1a
Yves Edwards,Rich Clementi,1,0,31,51,0,2,1,0,Lightweight,SUB,Rear Naked Choke,3,4:07,False,False,False,False,False,http://ufcstats.com/fight-details/0dade757305afebd,http://ufcstats.com/event-details/bba678d312590087,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,http://ufcstats.com/fighter-details/7d21de9c6d7c98b2
Tito Ortiz,Ken Shamrock,0,0,12,74,3,0,1,0,Light Heavyweight,KO/TKO,,3,5:00,False,False,False,False,True,http://ufcstats.com/fight-details/9e6f956caa7b549b,http://ufcstats.com/event-details/e06fd1260ac865a7,http://ufcstats.com/fighter-details/2f732dd9210d301f,http://ufcstats.com/fighter-details/63b65af1c5cb02cb
Chuck Liddell,Renato Sobral,1,0,10,13,0,0,0,0,Light Heavyweight,KO/TKO,Kick,1,2:55,False,False,False,False,False,http://ufcstats.com/fight-details/9a0865000a3d642e,http://ufcstats.com/event-details/e06fd1260ac865a7,http://ufcstats.com/fighter-details/a390eb8a9b2df298,http://ufcstats.com/fighter-details/d468288756ae3982
Matt Hughes,Gil Castillo,0,0,1,22,1,0,0,0,Welterweight,KO/TKO,,1,5:00,False,False,False,False,True,http://ufcstats.com/fight-details/b0bb09e4ca8343af,http://ufcstats.com/event-details/e06fd1260ac865a7,http://ufcstats.com/fighter-details/621a6c59f88a44fe,http://ufcstats.com/fighter-details/31ceaf0e670c1578
Carlos Newton,Pete Spratt,0,0,1,0,1,0,1,0,Welterweight,SUB,Kimura,1,1:45,False,False,False,False,False,http://ufcstats.com/fight-details/497a87188392e057,http://ufcstats.com/event-details/e06fd1260ac865a7,http://ufcstats.com/fighter-details/952f6fa06f25a0ec,http://ufcstats.com/fighter-details/c3ea8deeba00462b
Robbie Lawler,Tiki Ghosn,1,0,7,5,0,0,0,0,Welterweight,KO/TKO,Punch,1,1:29,False,False,False,False,False,http://ufcstats.com/fight-details/68b141785f76575b,http://ufcstats.com/event-details/e06fd1260ac865a7,http://ufcstats.com/fighter-details/f2925e6db404bf1d,http://ufcstats.com/fighter-details/cb6783c39c01d896
Andrei Arlovski,Ian Freeman,1,0,1,14,0,0,0,0,Heavyweight,KO/TKO,Punches,1,1:18,False,False,False,False,False,http://ufcstats.com/fight-details/9d9c2c8802d21887,http://ufcstats.com/event-details/e06fd1260ac865a7,http://ufcstats.com/fighter-details/3738e68d2261e60f,http://ufcstats.com/fighter-details/b4bc2e3353a770b5
Vladimir Matyushenko,Travis Wiuff,0,0,0,24,2,0,0,1,Heavyweight,KO/TKO,Punches,1,4:10,False,False,False,False,False,http://ufcstats.com/fight-details/754882d95491d287,http://ufcstats.com/event-details/e06fd1260ac865a7,http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6,http://ufcstats.com/fighter-details/7f9f528cb72a6ed1
