Fighter1,Fighter2,F1 Kd,F2 Kd,F2 Str,F1 Str,F1 Td,F2 Td,F1 Sub,F2 Sub,Weight Class,Finish Type,Finish Attack,Finish Round,Finish Time,Fight Bonus,Perf Bonus,Sub Bonus,Ko Bonus,Title Match,Link,Card Link,F1 Link,F2 Link
Loma Lookboonmee,Denise Gomes,0,0,19,48,4,0,0,3,Women's Strawweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/ec0740be19b2ef90,http://ufcstats.com/event-details/8d477c3fbe001f9d,http://ufcstats.com/fighter-details/4e30e4250cb08b61,http://ufcstats.com/fighter-details/cffb87059e645bd1
Trey Ogden,Daniel Zellhuber,0,0,52,71,1,0,0,0,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/35d06627d91b840d,http://ufcstats.com/event-details/8d477c3fbe001f9d,http://ufcstats.com/fighter-details/cfc3e7bb44685289,http://ufcstats.com/fighter-details/4148802ae4a50768
Gillian Robertson,Mariya Agapova,0,0,39,4,3,0,1,1,Women's Flyweight,SUB,Rear Naked Choke,2,2:19,False,False,False,False,False,http://ufcstats.com/fight-details/d9f5d05b07bae09e,http://ufcstats.com/event-details/8d477c3fbe001f9d,http://ufcstats.com/fighter-details/38c7f72747f4f712,http://ufcstats.com/fighter-details/a08ddd04eaffd81d
Javid Basharat,Tony Gravely,0,0,33,80,2,2,0,0,Bantamweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/be73f75b52b06f14,http://ufcstats.com/event-details/8d477c3fbe001f9d,http://ufcstats.com/fighter-details/bbab3baf66128ae2,http://ufcstats.com/fighter-details/601964f9654f911a
Nikolas Motta,Cameron VanCamp,1,0,15,24,0,0,0,0,Lightweight,KO/TKO,Punch,1,3:49,False,False,False,False,False,http://ufcstats.com/fight-details/8a044e5400b4318f,http://ufcstats.com/event-details/8d477c3fbe001f9d,http://ufcstats.com/fighter-details/37f560436d745c18,http://ufcstats.com/fighter-details/87e2468b986ebb79
Nate Diaz,Tony Ferguson,0,0,80,101,0,1,1,0,Welterweight,SUB,Guillotine Choke,4,2:52,False,True,False,False,False,http://ufcstats.com/fight-details/7e8fd03e070d0c25,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/8355922d564b152c,http://ufcstats.com/fighter-details/22a92d7f62195791
Khamzat Chimaev,Kevin Holland,0,0,0,0,2,0,2,0,Catch Weight,SUB,D'Arce Choke,1,2:13,False,False,False,False,False,http://ufcstats.com/fight-details/0111e6a64b5184c6,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/767755fd74662dbf,http://ufcstats.com/fighter-details/3a46b268013afede
Daniel Rodriguez,Li Jingliang,0,0,78,88,0,1,0,0,Catch Weight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/d3e23d7d207d3ccf,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,http://ufcstats.com/fighter-details/e64b96c07d7ce999
Irene Aldana,Macy Chiasson,1,0,39,37,0,3,2,0,Catch Weight,KO/TKO,Kick,3,2:21,False,True,False,False,False,http://ufcstats.com/fight-details/989b8d362742f40b,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/578ef12674df1e6a,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b
Johnny Walker,Ion Cutelaba,0,0,3,3,1,1,3,0,Light Heavyweight,SUB,Rear Naked Choke,1,4:37,False,True,False,False,False,http://ufcstats.com/fight-details/d869eaea38426f06,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/c21f26bbde777573,http://ufcstats.com/fighter-details/cd13728ae1151f46
Julian Erosa,Hakeem Dawodu,0,0,74,92,2,0,0,0,Featherweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/0e6d624086f7952e,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,http://ufcstats.com/fighter-details/2c9d00968f818270
Jailton Almeida,Anton Turkalj,0,0,1,17,3,0,2,0,Catch Weight,SUB,Rear Naked Choke,1,4:27,False,True,False,False,False,http://ufcstats.com/fight-details/301f230c90c4bd7d,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/41e83a89929d1327,http://ufcstats.com/fighter-details/82529ce93cd9a2cf
Denis Tiuliulin,Jamie Pickett,2,0,60,73,0,0,0,0,Middleweight,KO/TKO,Punches,2,4:52,False,False,False,False,False,http://ufcstats.com/fight-details/77acb96700e89c92,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/0112352cb32f5026,http://ufcstats.com/fighter-details/830f60497fab345a
Chris Barnett,Jake Collier,0,1,51,54,0,1,0,1,Heavyweight,KO/TKO,Punches,2,2:24,False,False,False,False,False,http://ufcstats.com/fight-details/bf334cb4e63f3430,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/7a5e8c94a86f9895,http://ufcstats.com/fighter-details/92fa1401b7927da3
Norma Dumont,Danyelle Wolf,1,0,20,52,2,0,0,0,Women's Featherweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/db3e26d02d790c97,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,http://ufcstats.com/fighter-details/a7e3f02fe2b2fe30
Alatengheili,Chad Anheliger,0,0,39,49,2,0,0,0,Bantamweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/6010f681e54ba2cd,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/1897b7b913736a7c,http://ufcstats.com/fighter-details/c7c39e2fb70248b3
Elise Reed,Melissa Martinez,1,0,45,38,3,1,0,0,Women's Strawweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/a5cf273faa3982b7,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/ac7c765882f2c68c,http://ufcstats.com/fighter-details/3f4c3bc822bea45d
Yohan Lainesse,Darian Weeks,0,0,44,23,0,1,0,0,Welterweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/86d57e8ef2191316,http://ufcstats.com/event-details/93bf96be327fcd98,http://ufcstats.com/fighter-details/f998f5c102250d6e,http://ufcstats.com/fighter-details/326a001926ffb7ec
Ciryl Gane,Tai Tuivasa,1,1,29,110,0,0,0,0,Heavyweight,KO/TKO,Punches,3,4:23,True,False,False,False,False,http://ufcstats.com/fight-details/810c9da07970c4a6,http://ufcstats.com/event-details/00a905a4a4a2b071,http://ufcstats.com/fighter-details/787bb1f087ccff8a,http://ufcstats.com/fighter-details/c62fbc117d57b943
Robert Whittaker,Marvin Vettori,0,0,33,74,1,0,0,0,Middleweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/b8ca1acdf3dc2f58,http://ufcstats.com/event-details/00a905a4a4a2b071,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,http://ufcstats.com/fighter-details/7acbb0972e75281a
Nassourdine Imavov,Joaquin Buckley,0,0,46,51,2,0,2,0,Middleweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/20f316f96c9e4458,http://ufcstats.com/event-details/00a905a4a4a2b071,http://ufcstats.com/fighter-details/881bf86d4cba8578,http://ufcstats.com/fighter-details/b9437600497350f3
Roman Kopylov,Alessio Di Chirico,1,0,39,59,0,0,0,0,Middleweight,KO/TKO,Punches,3,1:09,False,False,False,False,False,http://ufcstats.com/fight-details/1a191251620a84ca,http://ufcstats.com/event-details/00a905a4a4a2b071,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,http://ufcstats.com/fighter-details/77d7295d1b22c694
William Gomis,Jarno Errens,0,0,20,32,3,0,0,1,Featherweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/398db40015b3c81c,http://ufcstats.com/event-details/00a905a4a4a2b071,http://ufcstats.com/fighter-details/e1d40e8782d80bc2,http://ufcstats.com/fighter-details/082eba4cd80f736f
Nathaniel Wood,Charles Jourdain,0,0,86,97,5,1,0,0,Featherweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/acc9a109b00a99e1,http://ufcstats.com/event-details/00a905a4a4a2b071,http://ufcstats.com/fighter-details/329e403448756217,http://ufcstats.com/fighter-details/f1d64ae34e088832
Abus Magomedov,Dustin Stoltzfus,1,0,0,7,0,0,0,0,Middleweight,KO/TKO,Punches,1,0:19,False,True,False,False,False,http://ufcstats.com/fight-details/cf9035f2fc2e232f,http://ufcstats.com/event-details/00a905a4a4a2b071,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,http://ufcstats.com/fighter-details/71505842fb6455c3
Nasrat Haqparast,John Makdessi,1,0,73,64,2,0,0,0,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/7bced112f3229b1b,http://ufcstats.com/event-details/00a905a4a4a2b071,http://ufcstats.com/fighter-details/b7b84ccd221be298,http://ufcstats.com/fighter-details/c21a036b4e012f1c
Fares Ziam,Michal Figlak,0,0,28,60,3,1,0,0,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/fd47032108b85cf0,http://ufcstats.com/event-details/00a905a4a4a2b071,http://ufcstats.com/fighter-details/1e4f273069fb9e85,http://ufcstats.com/fighter-details/b4c57a8c2b773e82
Benoit Saint Denis,Gabriel Miranda,3,0,20,42,1,1,0,0,Lightweight,KO/TKO,Punch,2,0:16,False,True,False,False,False,http://ufcstats.com/fight-details/3e2f00991f511607,http://ufcstats.com/event-details/00a905a4a4a2b071,http://ufcstats.com/fighter-details/c2299ec916bc7c56,http://ufcstats.com/fighter-details/b909a9a9688b5284
Cristian Quinonez,Khalid Taha,0,0,6,19,0,0,0,0,Bantamweight,KO/TKO,Punches,1,3:15,False,False,False,False,False,http://ufcstats.com/fight-details/ca7fd237c16cec84,http://ufcstats.com/event-details/00a905a4a4a2b071,http://ufcstats.com/fighter-details/7debc13b36343605,http://ufcstats.com/fighter-details/b4537562f88ac582
Stephanie Egger,Ailin Perez,0,0,16,15,2,1,1,0,Women's Featherweight,SUB,Rear Naked Choke,2,4:54,False,False,False,False,False,http://ufcstats.com/fight-details/ce62a50e97d497f9,http://ufcstats.com/event-details/00a905a4a4a2b071,http://ufcstats.com/fighter-details/5e6294b37bbef029,http://ufcstats.com/fighter-details/06e4245d16fc5315
Leon Edwards,Kamaru Usman,1,0,83,55,1,5,1,0,Welterweight,KO/TKO,Kick,5,4:04,False,True,False,False,True,http://ufcstats.com/fight-details/f70c817388602681,http://ufcstats.com/event-details/4f853e98886283cf,http://ufcstats.com/fighter-details/f1fac969a1d70b08,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
Paulo Costa,Luke Rockhold,0,0,51,73,2,1,0,0,Middleweight,U-DEC,,3,5:00,True,False,False,False,False,http://ufcstats.com/fight-details/2de6652160cc7b9f,http://ufcstats.com/event-details/4f853e98886283cf,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Merab Dvalishvili,Jose Aldo,0,0,38,57,0,0,0,0,Bantamweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/2ac3ce1f62b3c4b9,http://ufcstats.com/event-details/4f853e98886283cf,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,http://ufcstats.com/fighter-details/d0f3959b4a9747e6
Lucie Pudilova,Wu Yanan,0,0,26,39,2,0,1,0,Women's Bantamweight,KO/TKO,Elbows,2,4:04,False,False,False,False,False,http://ufcstats.com/fight-details/2cd9e3796be57a79,http://ufcstats.com/event-details/4f853e98886283cf,http://ufcstats.com/fighter-details/3cf66c62d9069f43,http://ufcstats.com/fighter-details/fdbefee0827e1567
Tyson Pedro,Harry Hunsucker,1,0,2,6,0,0,0,0,Light Heavyweight,KO/TKO,Kick,1,1:05,False,False,False,False,False,http://ufcstats.com/fight-details/5abcf9f282983acc,http://ufcstats.com/event-details/4f853e98886283cf,http://ufcstats.com/fighter-details/49e96ff8ab781589,http://ufcstats.com/fighter-details/f703250471acaf96
Marcin Tybura,Alexandr Romanov,0,0,40,47,0,2,0,0,Heavyweight,M-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/e0b98f3cf4a7cc3b,http://ufcstats.com/event-details/4f853e98886283cf,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,http://ufcstats.com/fighter-details/c0badf3243907e59
Jared Gordon,Leonardo Santos,0,0,36,116,0,0,0,0,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/0cf7a4593fd44e59,http://ufcstats.com/event-details/4f853e98886283cf,http://ufcstats.com/fighter-details/7026eca45f65377b,http://ufcstats.com/fighter-details/9c65736747ca92ec
Sean Woodson,Luis Saldana,0,2,91,73,0,1,1,0,Featherweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/2ac9b3ccb43422d8,http://ufcstats.com/event-details/4f853e98886283cf,http://ufcstats.com/fighter-details/4682bc59d5f55145,http://ufcstats.com/fighter-details/12e0fdc606f7e274
Ange Loosa,AJ Fletcher,0,0,87,129,2,0,0,0,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/4dac5258f22be059,http://ufcstats.com/event-details/4f853e98886283cf,http://ufcstats.com/fighter-details/1497e735d9f2560a,http://ufcstats.com/fighter-details/725b1abc9a39d873
Amir Albazi,Francisco Figueiredo,0,0,11,12,2,0,1,0,Flyweight,SUB,Rear Naked Choke,1,4:34,False,False,False,False,False,http://ufcstats.com/fight-details/6b9f82291930bfec,http://ufcstats.com/event-details/4f853e98886283cf,http://ufcstats.com/fighter-details/6d35bf94f7d30241,http://ufcstats.com/fighter-details/cdadae5363b66eef
Aoriqileng,Jay Perrin,0,0,88,72,0,3,0,0,Bantamweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/d497d74a0df9e35e,http://ufcstats.com/event-details/4f853e98886283cf,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,http://ufcstats.com/fighter-details/01fed6f61ebea01f
Victor Altamirano,Daniel Da Silva,1,1,22,58,0,0,0,0,Flyweight,KO/TKO,Punches,1,3:39,False,True,False,False,False,http://ufcstats.com/fight-details/06d6cde7479711ee,http://ufcstats.com/event-details/4f853e98886283cf,http://ufcstats.com/fighter-details/dc7927cd622676a7,http://ufcstats.com/fighter-details/31bb0772f21cabd8
Marlon Vera,Dominick Cruz,3,0,92,61,0,2,0,0,Bantamweight,KO/TKO,Kick,4,2:17,False,True,False,False,False,http://ufcstats.com/fight-details/11cc331fa40ede63,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/7c7332319c14094c,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97
Nate Landwehr,David Onama,0,1,71,91,3,1,2,0,Featherweight,M-DEC,,3,5:00,True,False,False,False,False,http://ufcstats.com/fight-details/efd7efba85092c6f,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/583ee11abddfc581,http://ufcstats.com/fighter-details/ffe9703408fb5964
Yazmin Jauregui,Iasmin Lucindo,0,0,66,86,0,0,0,0,Women's Strawweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/833d67f423315d18,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/40cb680ae1cd331f,http://ufcstats.com/fighter-details/abcf2cc6efc42031
Azamat Murzakanov,Devin Clark,1,0,14,79,0,0,0,0,Light Heavyweight,KO/TKO,Punch,3,1:18,False,False,False,False,False,http://ufcstats.com/fight-details/d19e010f071a4b45,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/e90a2f22417af68e,http://ufcstats.com/fighter-details/cc7040fe76f0ef91
Priscila Cachoeira,Ariane Lipski,1,0,4,20,0,0,0,0,Women's Bantamweight,KO/TKO,Punches,1,1:05,False,False,False,False,False,http://ufcstats.com/fight-details/abd50fad1e7b030b,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,http://ufcstats.com/fighter-details/6551c64fbcd1a467
Gerald Meerschaert,Bruno Silva,1,0,29,46,1,0,1,0,Middleweight,SUB,Guillotine Choke,3,1:39,False,False,False,False,False,http://ufcstats.com/fight-details/38b6ef176439c39b,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/6ac9bc2953c47345,http://ufcstats.com/fighter-details/12ebd7d157e91701
Angela Hill,Loopy Godinez,0,0,92,85,1,1,0,0,Catch Weight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/5f31f3e32669f5b9,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/f0feeb2192937424,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7
Martin Buday,Lukasz Brzeski,0,0,118,66,0,0,0,0,Heavyweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/b96c8fef6c9f92db,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/8eb046f83e82bf26,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Nina Nunes,Cynthia Calvillo,0,0,48,39,0,3,0,0,Women's Flyweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/8986373b4a6e90b6,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/d343df8ba11f4c4e,http://ufcstats.com/fighter-details/98215d037be5bcb7
Gabriel Benitez,Charlie Ontiveros,0,0,22,37,1,0,0,0,Lightweight,KO/TKO,Punches,1,3:33,False,False,False,False,False,http://ufcstats.com/fight-details/f858f91453555291,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/436f970c9ea9169c,http://ufcstats.com/fighter-details/318572f6f74b760d
Tyson Nam,Ode Osbourne,1,0,15,13,0,0,0,0,Flyweight,KO/TKO,Punch,1,2:59,False,True,False,False,False,http://ufcstats.com/fight-details/0823f97be9c3a62e,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/6e00cfffd54653c4,http://ufcstats.com/fighter-details/6d68c1afe954f121
Josh Quinlan,Jason Witt,1,0,1,3,0,1,0,0,Catch Weight,KO/TKO,Punch,1,2:09,False,False,False,False,False,http://ufcstats.com/fight-details/7f9a331bc3100afd,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/876f478f796495f7,http://ufcstats.com/fighter-details/5f3805dda9661cba
Youssef Zalal,Da'Mon Blackshear,0,0,27,63,1,1,1,1,Bantamweight,M-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/e05a18b6ce22fa1f,http://ufcstats.com/event-details/a23e63184c65f5b8,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,http://ufcstats.com/fighter-details/da22387a0407a2dc
Jamahal Hill,Thiago Santos,0,0,53,89,0,6,0,0,Light Heavyweight,KO/TKO,Elbows,4,2:31,True,False,False,False,False,http://ufcstats.com/fight-details/a8bc6e005077bb0b,http://ufcstats.com/event-details/8f6a18831a120817,http://ufcstats.com/fighter-details/5444c5a201d3ee5a,http://ufcstats.com/fighter-details/dea070ed4a2a8281
Geoff Neal,Vicente Luque,2,0,97,121,1,0,0,0,Welterweight,KO/TKO,Punches,3,2:01,False,True,False,False,False,http://ufcstats.com/fight-details/a6b328733d610e2b,http://ufcstats.com/event-details/8f6a18831a120817,http://ufcstats.com/fighter-details/b997be68943010fc,http://ufcstats.com/fighter-details/6d4b63c767106d3a
Mohammed Usman,Zac Pauga,1,0,32,12,0,0,0,0,Heavyweight,KO/TKO,Punch,2,0:36,False,True,False,False,False,http://ufcstats.com/fight-details/36f38c2534ef646b,http://ufcstats.com/event-details/8f6a18831a120817,http://ufcstats.com/fighter-details/da7f113b5ea39c43,http://ufcstats.com/fighter-details/56f7d7ee06be4aab
Juliana Miller,Brogan Walker,0,0,30,54,4,0,1,0,Women's Flyweight,KO/TKO,Elbows,3,3:57,False,False,False,False,False,http://ufcstats.com/fight-details/2b11aa4b90b1dd41,http://ufcstats.com/event-details/8f6a18831a120817,http://ufcstats.com/fighter-details/aa0c573da7119292,http://ufcstats.com/fighter-details/4333a8e70a672eb7
Serghei Spivac,Augusto Sakai,0,0,8,33,6,0,1,0,Heavyweight,KO/TKO,Punches,2,3:42,False,False,False,False,False,http://ufcstats.com/fight-details/044d210d7b1eb519,http://ufcstats.com/event-details/8f6a18831a120817,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,http://ufcstats.com/fighter-details/441eacbe20e0e80b
Terrance McKinney,Erick Gonzalez,0,0,9,18,1,0,1,0,Lightweight,SUB,Rear Naked Choke,1,2:17,False,False,False,False,False,http://ufcstats.com/fight-details/b530bb13aac1e48b,http://ufcstats.com/event-details/8f6a18831a120817,http://ufcstats.com/fighter-details/809bd1a871491508,http://ufcstats.com/fighter-details/a2ccf35a88346a91
Michal Oleksiejczuk,Sam Alvey,2,0,3,22,0,0,0,0,Middleweight,KO/TKO,Punch,1,1:56,False,False,False,False,False,http://ufcstats.com/fight-details/eda397c27787afa4,http://ufcstats.com/event-details/8f6a18831a120817,http://ufcstats.com/fighter-details/0d65c432720accb9,http://ufcstats.com/fighter-details/d156513a19acf856
Bryan Battle,Takashi Sato,1,0,2,7,0,0,0,0,Welterweight,KO/TKO,Kick,1,0:44,False,True,False,False,False,http://ufcstats.com/fight-details/4adef20ce69217be,http://ufcstats.com/event-details/8f6a18831a120817,http://ufcstats.com/fighter-details/f626118b6da0e020,http://ufcstats.com/fighter-details/8abac218746e04ca
